FName,MName,LName,Title,ReleaseDate,Role
John,,Cameron,Lars and the Real Girl,2007-09-09,Producer
Sidney,,Kimmel,Lars and the Real Girl,2007-09-09,Producer
Ryan,,Gosling,Lars and the Real Girl,2007-09-09,Actor
Emily,,Mortimer,Lars and the Real Girl,2007-09-09,Actor
Paul,,Schneider,Lars and the Real Girl,2007-09-09,Actor
Kelli,,Garner,Lars and the Real Girl,2007-09-09,Actor
Patricia,,Clarkson,Lars and the Real Girl,2007-09-09,Actor
Adam,,Kimmel,Lars and the Real Girl,2007-09-09,Cinematographer
David,,Torn,Lars and the Real Girl,2007-09-09,Composer
Brad,,Bird,Ratatouille,2007-06-22,Director
Brad,,Lewis,Ratatouille,2007-06-22,Producer
Patton,,Oswalt,Ratatouille,2007-06-22,Actor
Lou,,Romano,Ratatouille,2007-06-22,Actor
Ian,,Holm,Ratatouille,2007-06-22,Actor
Brad,,Garrett,Ratatouille,2007-06-22,Actor
Peter,,O'Toole,Ratatouille,2007-06-22,Actor
Janeane,,Garofalo,Ratatouille,2007-06-22,Actor
Brian,,Dennehy,Ratatouille,2007-06-22,Actor
Peter,,Sohn,Ratatouille,2007-06-22,Actor
Will,,Arnett,Ratatouille,2007-06-22,Actor
Sharon,,Calahan,Ratatouille,2007-06-22,Cinematographer
Robert,,Anderson,Ratatouille,2007-06-22,Cinematographer
Michael,,Giacchino,Ratatouille,2007-06-22,Composer
Marjane,,Satrapi,Persepolis,2007-05-23,Director
Vincent,,Paronnaud,Persepolis,2007-05-23,Director
Marc-Antoine,,Robert,Persepolis,2007-05-23,Producer
Xavier,,Rigault,Persepolis,2007-05-23,Producer
Chiara,,Mastroianni,Persepolis,2007-05-23,Actor
Catherine,,Deneuve,Persepolis,2007-05-23,Actor
Danielle,,Darrieux,Persepolis,2007-05-23,Actor
Simon,,Abkarian,Persepolis,2007-05-23,Actor
Gabriele,,Lopes,Persepolis,2007-05-23,Actor
Olivier,,Bernet,Persepolis,2007-05-23,Composer
Ash,,Brannon,Surf's Up,2007-06-08,Director
Chris,,Buck,Surf's Up,2007-06-08,Director
Don,,Rhymer,Surf's Up,2007-06-08,Screenwriter
Chris,,Jenkins,Surf's Up,2007-06-08,Screenwriter
Shia,,LaBeouf,Surf's Up,2007-06-08,Actor
Jeff,,Bridges,Surf's Up,2007-06-08,Actor
Zooey,,Deschanel,Surf's Up,2007-06-08,Actor
Jon,,Heder,Surf's Up,2007-06-08,Actor
James,,Woods,Surf's Up,2007-06-08,Actor
Mychael,,Danna,Surf's Up,2007-06-08,Composer
Stefan,,Ruzowitzky,The Counterfeiters,2007-03-22,Director
Karl,,Markovics,The Counterfeiters,2007-03-22,Actor
August,,Diehl,The Counterfeiters,2007-03-22,Actor
Devid,,Striesow,The Counterfeiters,2007-03-22,Actor
Benedict,,Neuenfels,The Counterfeiters,2007-03-22,Cinematographer
Marius,,Ruhland,The Counterfeiters,2007-03-22,Composer
Nikita,,Mikhalkov,12,2007-09-07,Director
Nikita,MikhalkovLeonid,Vereschtchaguine,12,2007-09-07,Producer
Sergei,,Makovetsky,12,2007-09-07,Actor
Sergei,,Garmash,12,2007-09-07,Actor
Valentin,,Gaft,12,2007-09-07,Actor
Aleksei,,Petrenko,12,2007-09-07,Actor
Yuri,,Stoyanov,12,2007-09-07,Actor
Vladislav,,Opelyants,12,2007-09-07,Cinematographer
Eduard,,Artemyev,12,2007-09-07,Composer
Joseph,,Cedar,Beaufort,2007-02-14,Director
Ron,,Leshem,Beaufort,2007-02-14,Writter
Moshe,,Edery,Beaufort,2007-02-14,Producer
Oshri,,Cohen,Beaufort,2007-02-14,Actor
Itay,,Tiran,Beaufort,2007-02-14,Actor
Eli,,Eltonyo,Beaufort,2007-02-14,Actor
Ohad,,Knoller,Beaufort,2007-02-14,Actor
Itay,,Turgeman,Beaufort,2007-02-14,Actor
Ofer,,Inov,Beaufort,2007-02-14,Cinematographer
Ishai,,Adar,Beaufort,2007-02-14,Composer
Andrzej,,Wajda,Katy?,2007-09-17,Director
W?adys?aw,,Pasikowski,Katy?,2007-09-17,Writter
Przemys?aw,,Nowakowski,Katy?,2007-09-17,Writter
Micha?,,Kwieci?ski,Katy?,2007-09-17,Producer
Andrzej,,Chyra,Katy?,2007-09-17,Actor
Maja,,Ostaszewska,Katy?,2007-09-17,Actor
Artur,,?mijewski,Katy?,2007-09-17,Actor
Danuta,,Stenka,Katy?,2007-09-17,Actor
Jan,,Englert,Katy?,2007-09-17,Actor
Magdalena,,Cielecka,Katy?,2007-09-17,Actor
Agnieszka,,Gli?ska,Katy?,2007-09-17,Actor
Pawe?,,Ma?aszy?ski,Katy?,2007-09-17,Actor
Maja,,Komorowska,Katy?,2007-09-17,Actor
W?adys?aw,,Kowalski,Katy?,2007-09-17,Actor
Sergei,,Garmash,Katy?,2007-09-17,Actor
Pawe?,,Edelman,Katy?,2007-09-17,Cinematographer
Krzysztof,,Penderecki,Katy?,2007-09-17,Composer
Sergei,,Bodrov,Mongol,2007-08-10,Director
Arif,,Aliyev,Mongol,2007-08-10,Writter
Sergey,,Selyanov,Mongol,2007-08-10,Producer
Anton,,Melnik,Mongol,2007-08-10,Producer
Tadanobu,,Asano,Mongol,2007-08-10,Actor
Sun,,Honglei,Mongol,2007-08-10,Actor
Chuluuny,,Khulan,Mongol,2007-08-10,Actor
Sergei,,Trofimov,Mongol,2007-08-10,Cinematographer
Rogier,,Stoffers,Mongol,2007-08-10,Cinematographer
Tuomas,,Kantelinen,Mongol,2007-08-10,Composer
Alex,,Gibney,Taxi to the Dark Side,2007-04-30,Director
Eva,,Orner,Taxi to the Dark Side,2007-04-30,Producer
Ivor,GuestRobert,Logan,Taxi to the Dark Side,2007-04-30,Composer
Charles,,Ferguson,No End In Sight,2007-07-27,Director
Audrey,,Marrs,No End In Sight,2007-07-27,Producer
Peter,,Nashel,No End In Sight,2007-07-27,Composer
Richard,E.,Robbins,Operation Homecoming: Writing the Wartime Experience,2007-02-09,Director
Tom,,Yellin,Operation Homecoming: Writing the Wartime Experience,2007-02-09,Producer
Ben,,Decter,Operation Homecoming: Writing the Wartime Experience,2007-02-09,Composer
Michael,,Moore,Sicko,2007-05-19,Director
Megan,,O'Hara,Sicko,2007-05-19,Producer
Jayme,,Roy,Sicko,2007-05-19,Cinematographer
Andrew,,Black,Sicko,2007-05-19,Cinematographer
Erin,,O'Hara,Sicko,2007-05-19,Composer
Sean,,Fine,War/Dance,2007-01-19,Director
Andrea,Nix,Fine,War/Dance,2007-01-19,Director
Albie,,Hecht,War/Dance,2007-01-19,Producer
Shine,,Global,War/Dance,2007-01-19,Producer
Fabiola,,Sahagun,War/Dance,2007-01-19,Actor
Asche,&,Spencer,War/Dance,2007-01-19,Composer
Cynthia,,Wade,Freeheld,2007-01-01,Director
Vanessa,,Roth,Freeheld,2007-01-01,Producer
Laurel,,Hester,Freeheld,2007-01-01,Actor
Rob,,Schwimmer,Freeheld,2007-01-01,Composer
Amanda,,Micheli,La corona,2008-01-01,Director
Luis,,Colina,La corona,2008-01-01,Producer
Tim,,Sternberg,Salim Baba,2007-01-01,Director
Scott,,Mosier,Salim Baba,2007-01-01,Producer
Francisco,,Bello,Salim Baba,2007-01-01,Cinematographer
James,,Longley,Sari's Mother,2006-09-08,Director
Philippe,,Pollet-Villard,Le Mozart des Pickpockets,2006-05-14,Director
Fabrice,,Goldstein,Le Mozart des Pickpockets,2006-05-14,Producer
Matteo,Razzouki-SafardiPhilippe,Pollet-Villard,Le Mozart des Pickpockets,2006-05-14,Actor
Philippe,,Piffeteau,Le Mozart des Pickpockets,2006-05-14,Cinematographer
Christian,E.,Christiansen,At Night,2007-02-19,Director
Louise,,Vesth,At Night,2007-02-19,Producer
Julie,,?lgaard,At Night,2007-02-19,Actor
Laura,,Christensen,At Night,2007-02-19,Actor
Henrik,,Prip,At Night,2007-02-19,Actor
Ian,,Hansen,At Night,2007-02-19,Cinematographer
Mikkel,,Maltha,At Night,2007-02-19,Composer
Suzie,,Templeton,Peter & the Wolf,2006-09-23,Director
Marianela,,Maldonado,Peter & the Wolf,2006-09-23,Writter
Alan,,Dewhurst,Peter & the Wolf,2006-09-23,Producer
Hugh,,Welchman,Peter & the Wolf,2006-09-23,Producer
Zbigniew,,Zmudzki,Peter & the Wolf,2006-09-23,Producer
Luc,,Toutounghi,Peter & the Wolf,2006-09-23,Producer
Hugh,,Gordon,Peter & the Wolf,2006-09-23,Cinematographer
Miko?aj,,Jaroszewicz,Peter & the Wolf,2006-09-23,Cinematographer
Sergei,,Prokofiev,Peter & the Wolf,2006-09-23,Composer
Samuel,,Tourneux,Even Pigeons Go To Heaven,2007-01-01,Director
Karine,,Binaux,Even Pigeons Go To Heaven,2007-01-01,Writter
Olivier,,Gilbert,Even Pigeons Go To Heaven,2007-01-01,Writter
BUF,,Compagnie,Even Pigeons Go To Heaven,2007-01-01,Producer
Regis,,Santaniello,Even Pigeons Go To Heaven,2007-01-01,Composer
Josh,,Raskin,I Met the Walrus,2007-03-22,Director
Jerry,,Levitan,I Met the Walrus,2007-03-22,Producer
John,,Lennon,I Met the Walrus,2007-03-22,Actor
Clyde,Henry,Productions,Madame Tutli-Putli,2007-01-01,Director
Marcy,,Page,Madame Tutli-Putli,2007-01-01,Producer
Laurie,,Maher,Madame Tutli-Putli,2007-01-01,Actor
Set,Fire,to,Madame Tutli-Putli,2007-01-01,Composer
Aleksandr,,Petrov,My Love,2006-08-27,Director
Ivan,,Shmelyov,My Love,2006-08-27,Writter
James,,Mangold,3:10 to Yuma,2007-08-21,Director
Michael,,Brandt,3:10 to Yuma,2007-08-21,Screenwriter
Derek,,Haas,3:10 to Yuma,2007-08-21,Screenwriter
Cathy,,Konrad,3:10 to Yuma,2007-08-21,Producer
Russell,,Crowe,3:10 to Yuma,2007-08-21,Actor
Christian,,Bale,3:10 to Yuma,2007-08-21,Actor
Peter,,Fonda,3:10 to Yuma,2007-08-21,Actor
Gretchen,,Mol,3:10 to Yuma,2007-08-21,Actor
Ben,,Foster,3:10 to Yuma,2007-08-21,Actor
Dallas,,Roberts,3:10 to Yuma,2007-08-21,Actor
Alan,,Tudyk,3:10 to Yuma,2007-08-21,Actor
Vinessa,,Shaw,3:10 to Yuma,2007-08-21,Actor
Logan,,Lerman,3:10 to Yuma,2007-08-21,Actor
Phedon,,Papamichael,3:10 to Yuma,2007-08-21,Cinematographer
Marco,,Beltrami,3:10 to Yuma,2007-08-21,Composer
Marc,,Forster,The Kite Runner,2007-12-14,Director
David,,Benioff,The Kite Runner,2007-12-14,Screenwriter
William,,Horberg,The Kite Runner,2007-12-14,Producer
Walter,F.,Parkes,The Kite Runner,2007-12-14,Producer
Khalid,,Abdalla,The Kite Runner,2007-12-14,Actor
Homayoun,,Ershadi,The Kite Runner,2007-12-14,Actor
Shaun,,Toub,The Kite Runner,2007-12-14,Actor
Atossa,,Leoni,The Kite Runner,2007-12-14,Actor
Sa?d,,Taghmaoui,The Kite Runner,2007-12-14,Actor
Roberto,,Schaefer,The Kite Runner,2007-12-14,Cinematographer
Alberto,,Iglesias,The Kite Runner,2007-12-14,Composer
John,,Carney,Once,2007-01-20,Director
Martina,,Niland,Once,2007-01-20,Producer
Glen,,Hansard,Once,2007-01-20,Actor
Mark?ta,,Irglov?,Once,2007-01-20,Actor
Tim,,Fleming,Once,2007-01-20,Cinematographer
Interference,,Unknown,Once,2007-01-20,Composer
Kevin,,Lima,Enchanted,2007-10-20,Director
Bill,,Kelly,Enchanted,2007-10-20,Writter
Barry,,Josephson,Enchanted,2007-10-20,Producer
Barry,,Sonnenfeld,Enchanted,2007-10-20,Producer
Amy,,Adams,Enchanted,2007-10-20,Actor
Patrick,,Dempsey,Enchanted,2007-10-20,Actor
James,,Marsden,Enchanted,2007-10-20,Actor
Timothy,,Spall,Enchanted,2007-10-20,Actor
Idina,,Menzel,Enchanted,2007-10-20,Actor
Susan,,Sarandon,Enchanted,2007-10-20,Actor
Don,,Burgess,Enchanted,2007-10-20,Cinematographer
Alan,,Menken,Enchanted,2007-10-20,Composer
Kirsten,,Sheridan,August Rush,2007-11-21,Director
Nick,,Castle,August Rush,2007-11-21,Screenwriter
James,V.,Hart,August Rush,2007-11-21,Screenwriter
Richard,B.,Lewis,August Rush,2007-11-21,Producer
Freddie,,Highmore,August Rush,2007-11-21,Actor
Keri,,Russell,August Rush,2007-11-21,Actor
Jonathan,Rhys,Meyers,August Rush,2007-11-21,Actor
Terrence,,Howard,August Rush,2007-11-21,Actor
Robin,,Williams,August Rush,2007-11-21,Actor
William,,Sadler,August Rush,2007-11-21,Actor
John,,Mathieson,August Rush,2007-11-21,Cinematographer
Mark,,Mancina,August Rush,2007-11-21,Composer
Paul,,Greengrass,The Bourne Ultimatum,2007-07-25,Director
Tony,,Gilroy,The Bourne Ultimatum,2007-07-25,Screenwriter
Scott,Z.,Burns,The Bourne Ultimatum,2007-07-25,Screenwriter
George,,Nolfi,The Bourne Ultimatum,2007-07-25,Screenwriter
Frank,,Marshall,The Bourne Ultimatum,2007-07-25,Producer
Patrick,,Crowley,The Bourne Ultimatum,2007-07-25,Producer
Paul,L.,Sandberg,The Bourne Ultimatum,2007-07-25,Producer
Matt,,Damon,The Bourne Ultimatum,2007-07-25,Actor
Julia,,Stiles,The Bourne Ultimatum,2007-07-25,Actor
David,,Strathairn,The Bourne Ultimatum,2007-07-25,Actor
Scott,,Glenn,The Bourne Ultimatum,2007-07-25,Actor
Paddy,,Considine,The Bourne Ultimatum,2007-07-25,Actor
?dgar,,Ram?rez,The Bourne Ultimatum,2007-07-25,Actor
Albert,,Finney,The Bourne Ultimatum,2007-07-25,Actor
Joan,,Allen,The Bourne Ultimatum,2007-07-25,Actor
Oliver,,Wood,The Bourne Ultimatum,2007-07-25,Cinematographer
John,,Powell,The Bourne Ultimatum,2007-07-25,Composer
Michael,,Bay,Transformers,2007-06-10,Director
Roberto,,Orci,Transformers,2007-06-10,Screenwriter
Alex,,Kurtzman,Transformers,2007-06-10,Screenwriter
Lorenzo,di,Bonaventura,Transformers,2007-06-10,Producer
Tom,,DeSanto,Transformers,2007-06-10,Producer
Don,,Murphy,Transformers,2007-06-10,Producer
Ian,,Bryce,Transformers,2007-06-10,Producer
Shia,,LaBeouf,Transformers,2007-06-10,Actor
Tyrese,,Gibson,Transformers,2007-06-10,Actor
Josh,,Duhamel,Transformers,2007-06-10,Actor
Anthony,,Anderson,Transformers,2007-06-10,Actor
Megan,,Fox,Transformers,2007-06-10,Actor
Rachael,,Taylor,Transformers,2007-06-10,Actor
John,,Turturro,Transformers,2007-06-10,Actor
Jon,,Voight,Transformers,2007-06-10,Actor
Mitchell,,Amundsen,Transformers,2007-06-10,Cinematographer
Steve,,Jablonsky,Transformers,2007-06-10,Composer
Chris,,Weitz,The Golden Compass,2007-11-27,Director
Deborah,,Forte,The Golden Compass,2007-11-27,Producer
Nicole,,Kidman,The Golden Compass,2007-11-27,Actor
Sam,,Elliott,The Golden Compass,2007-11-27,Actor
Eva,,Green,The Golden Compass,2007-11-27,Actor
Ian,,McKellen,The Golden Compass,2007-11-27,Actor
Ian,,McShane,The Golden Compass,2007-11-27,Actor
Freddie,,Highmore,The Golden Compass,2007-11-27,Actor
Kathy,,Bates,The Golden Compass,2007-11-27,Actor
Kristin,Scott,Thomas,The Golden Compass,2007-11-27,Actor
Daniel,,Craig,The Golden Compass,2007-11-27,Actor
Dakota,Blue,Richards,The Golden Compass,2007-11-27,Actor
Henry,,Braham,The Golden Compass,2007-11-27,Cinematographer
Alexandre,,Desplat,The Golden Compass,2007-11-27,Composer
Brian,,Robbins,Norbit,2007-02-09,Director
Eddie,,Murphy,Norbit,2007-02-09,Screenwriter
Charlie,,Murphy,Norbit,2007-02-09,Screenwriter
Jay,,Scherick,Norbit,2007-02-09,Screenwriter
David,,Ronn,Norbit,2007-02-09,Screenwriter
John,,Davis,Norbit,2007-02-09,Producer
Thandiwe,,Newton,Norbit,2007-02-09,Actor
Eddie,,Griffin,Norbit,2007-02-09,Actor
Terry,,Crews,Norbit,2007-02-09,Actor
Cuba,Gooding,Jr.,Norbit,2007-02-09,Actor
Clark,,Mathis,Norbit,2007-02-09,Cinematographer
David,,Newman,Norbit,2007-02-09,Composer
Gore,,Verbinski,Pirates of the Caribbean: At World's End,2007-05-19,Director
Ted,,Elliott,Pirates of the Caribbean: At World's End,2007-05-19,Writter
Terry,,Rossio,Pirates of the Caribbean: At World's End,2007-05-19,Writter
Jerry,,Bruckheimer,Pirates of the Caribbean: At World's End,2007-05-19,Producer
Johnny,,Depp,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Orlando,,Bloom,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Keira,,Knightley,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Stellan,,Skarsg?rd,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Bill,,Nighy,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Chow,,Yun-fat,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Geoffrey,,Rush,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Jack,,Davenport,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Kevin,,McNally,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Jonathan,,Pryce,Pirates of the Caribbean: At World's End,2007-05-19,Actor
Dariusz,,Wolski,Pirates of the Caribbean: At World's End,2007-05-19,Cinematographer
Hans,,Zimmer,Pirates of the Caribbean: At World's End,2007-05-19,Composer
Julie,,Taymor,Across the Universe,2007-09-14,Director
Dick,,Clement,Across the Universe,2007-09-14,Screenwriter
Ian,La,Frenais,Across the Universe,2007-09-14,Screenwriter
Matthew,,Gross,Across the Universe,2007-09-14,Producer
Jennifer,,Todd,Across the Universe,2007-09-14,Producer
Suzanne,,Todd,Across the Universe,2007-09-14,Producer
Evan,Rachel,Wood,Across the Universe,2007-09-14,Actor
Jim,,Sturgess,Across the Universe,2007-09-14,Actor
Joe,,Anderson,Across the Universe,2007-09-14,Actor
Bruno,,Delbonnel,Across the Universe,2007-09-14,Cinematographer
Elliot,,Goldenthal,Across the Universe,2007-09-14,Composer
Danny,,Boyle,Slumdog Millionaire,2008-08-30,Director
Simon,,Beaufoy,Slumdog Millionaire,2008-08-30,Screenwriter
Christian,,Colson,Slumdog Millionaire,2008-08-30,Producer
Dev,,Patel,Slumdog Millionaire,2008-08-30,Actor
Freida,,Pinto,Slumdog Millionaire,2008-08-30,Actor
Madhur,,Mittal,Slumdog Millionaire,2008-08-30,Actor
Anil,,Kapoor,Slumdog Millionaire,2008-08-30,Actor
Irrfan,,Khan,Slumdog Millionaire,2008-08-30,Actor
Anthony,Dod,Mantle,Slumdog Millionaire,2008-08-30,Cinematographer
A.,R.,Rahman,Slumdog Millionaire,2008-08-30,Composer
David,,Fincher,The Curious Case of Benjamin Button,2008-12-25,Director
Eric,,Roth,The Curious Case of Benjamin Button,2008-12-25,Screenwriter
Ce?n,,Chaffin,The Curious Case of Benjamin Button,2008-12-25,Producer
Kathleen,,Kennedy,The Curious Case of Benjamin Button,2008-12-25,Producer
Frank,,Marshall,The Curious Case of Benjamin Button,2008-12-25,Producer
Brad,,Pitt,The Curious Case of Benjamin Button,2008-12-25,Actor
Cate,,Blanchett,The Curious Case of Benjamin Button,2008-12-25,Actor
Taraji,P.,Henson,The Curious Case of Benjamin Button,2008-12-25,Actor
Julia,,Ormond,The Curious Case of Benjamin Button,2008-12-25,Actor
Jason,,Flemyng,The Curious Case of Benjamin Button,2008-12-25,Actor
Elias,,Koteas,The Curious Case of Benjamin Button,2008-12-25,Actor
Tilda,,Swinton,The Curious Case of Benjamin Button,2008-12-25,Actor
Claudio,,Miranda,The Curious Case of Benjamin Button,2008-12-25,Cinematographer
Alexandre,,Desplat,The Curious Case of Benjamin Button,2008-12-25,Composer
Ron,,Howard,Frost/Nixon,2008-10-15,Director
Peter,,Morgan,Frost/Nixon,2008-10-15,Screenwriter
Brian,,Grazer,Frost/Nixon,2008-10-15,Producer
Tim,,Bevan,Frost/Nixon,2008-10-15,Producer
Eric,,Fellner,Frost/Nixon,2008-10-15,Producer
Frank,,Langella,Frost/Nixon,2008-10-15,Actor
Michael,,Sheen,Frost/Nixon,2008-10-15,Actor
Kevin,,Bacon,Frost/Nixon,2008-10-15,Actor
Rebecca,,Hall,Frost/Nixon,2008-10-15,Actor
Toby,,Jones,Frost/Nixon,2008-10-15,Actor
Matthew,,Macfadyen,Frost/Nixon,2008-10-15,Actor
Oliver,,Platt,Frost/Nixon,2008-10-15,Actor
Sam,,Rockwell,Frost/Nixon,2008-10-15,Actor
Salvatore,,Totino,Frost/Nixon,2008-10-15,Cinematographer
Hans,,Zimmer,Frost/Nixon,2008-10-15,Composer
Gus,Van,Sant,Milk,2008-10-28,Director
Dustin,Lance,Black,Milk,2008-10-28,Writter
Dan,,Jinks,Milk,2008-10-28,Producer
Bruce,,Cohen,Milk,2008-10-28,Producer
Sean,,Penn,Milk,2008-10-28,Actor
Emile,,Hirsch,Milk,2008-10-28,Actor
Josh,,Brolin,Milk,2008-10-28,Actor
Diego,,Luna,Milk,2008-10-28,Actor
James,,Franco,Milk,2008-10-28,Actor
Harris,,Savides,Milk,2008-10-28,Cinematographer
Danny,,Elfman,Milk,2008-10-28,Composer
Stephen,,Daldry,The Reader,2008-12-12,Director
David,,Hare,The Reader,2008-12-12,Screenwriter
Anthony,,Minghella,The Reader,2008-12-12,Producer
Sydney,,Pollack,The Reader,2008-12-12,Producer
Donna,,Gigliotti,The Reader,2008-12-12,Producer
Redmond,"Morris,",4th,The Reader,2008-12-12,Producer
Kate,,Winslet,The Reader,2008-12-12,Actor
Ralph,,Fiennes,The Reader,2008-12-12,Actor
David,,Kross,The Reader,2008-12-12,Actor
Lena,,Olin,The Reader,2008-12-12,Actor
Bruno,,Ganz,The Reader,2008-12-12,Actor
Chris,,Menges,The Reader,2008-12-12,Cinematographer
Roger,,Deakins,The Reader,2008-12-12,Cinematographer
Nico,,Muhly,The Reader,2008-12-12,Composer
Tom,,McCarthy,The Visitor,2007-09-07,Director
Mary,Jane,Skalski,The Visitor,2007-09-07,Producer
Michael,,London,The Visitor,2007-09-07,Producer
Richard,,Jenkins,The Visitor,2007-09-07,Actor
Hiam,,Abbass,The Visitor,2007-09-07,Actor
Haaz,,Sleiman,The Visitor,2007-09-07,Actor
Danai,,Gurira,The Visitor,2007-09-07,Actor
Oliver,,Bokelberg,The Visitor,2007-09-07,Cinematographer
Jan,A.,P.,The Visitor,2007-09-07,Composer
Darren,,Aronofsky,The Wrestler,2008-09-05,Director
Robert,,Siegel,The Wrestler,2008-09-05,Writter
Scott,,Franklin,The Wrestler,2008-09-05,Producer
Mickey,,Rourke,The Wrestler,2008-09-05,Actor
Marisa,,Tomei,The Wrestler,2008-09-05,Actor
Evan,Rachel,Wood,The Wrestler,2008-09-05,Actor
Maryse,,Alberti,The Wrestler,2008-09-05,Cinematographer
Clint,,Mansell,The Wrestler,2008-09-05,Composer
Jonathan,,Demme,Rachel Getting Married,2008-09-03,Director
Jenny,,Lumet,Rachel Getting Married,2008-09-03,Writter
Marc,,Platt,Rachel Getting Married,2008-09-03,Producer
Anne,,Hathaway,Rachel Getting Married,2008-09-03,Actor
Rosemarie,,DeWitt,Rachel Getting Married,2008-09-03,Actor
Bill,,Irwin,Rachel Getting Married,2008-09-03,Actor
Anna,Deavere,Smith,Rachel Getting Married,2008-09-03,Actor
Tunde,,Adebimpe,Rachel Getting Married,2008-09-03,Actor
Debra,,Winger,Rachel Getting Married,2008-09-03,Actor
Declan,,Quinn,Rachel Getting Married,2008-09-03,Cinematographer
Donald,,Harrison,Rachel Getting Married,2008-09-03,Composer
Clint,,Eastwood,Changeling,2008-05-20,Director
J.,Michael,Straczynski,Changeling,2008-05-20,Writter
Brian,,Grazer,Changeling,2008-05-20,Producer
Ron,,Howard,Changeling,2008-05-20,Producer
Robert,,Lorenz,Changeling,2008-05-20,Producer
Angelina,,Jolie,Changeling,2008-05-20,Actor
John,,Malkovich,Changeling,2008-05-20,Actor
Tom,,Stern,Changeling,2008-05-20,Cinematographer
Courtney,,Hunt,Frozen River,2008-01-18,Director
Heather,,Rae,Frozen River,2008-01-18,Producer
Melissa,,Leo,Frozen River,2008-01-18,Actor
Misty,,Upham,Frozen River,2008-01-18,Actor
Charlie,,McDermott,Frozen River,2008-01-18,Actor
Michael,,O'Keefe,Frozen River,2008-01-18,Actor
Mark,Boone,Junior,Frozen River,2008-01-18,Actor
Reed,,Morano,Frozen River,2008-01-18,Cinematographer
John,Patrick,Shanley,Doubt,2008-10-30,Director
Scott,,Rudin,Doubt,2008-10-30,Producer
Meryl,,Streep,Doubt,2008-10-30,Actor
Philip,Seymour,Hoffman,Doubt,2008-10-30,Actor
Amy,,Adams,Doubt,2008-10-30,Actor
Viola,,Davis,Doubt,2008-10-30,Actor
Roger,,Deakins,Doubt,2008-10-30,Cinematographer
Howard,,Shore,Doubt,2008-10-30,Composer
Christopher,,Nolan,The Dark Knight,2008-07-14,Director
Jonathan,,Nolan,The Dark Knight,2008-07-14,Screenwriter
Emma,,Thomas,The Dark Knight,2008-07-14,Producer
